model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
slowonly,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,2283.7097,21.4892,20.0,8.0,20,51.7983385362906,97.011324,42,1,0,100,12
tsm,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,867.2435,8.0199,20.0,8.0,20,53.23287104024722,83.17912927893825,67,3,0,100,12
videomae,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,2305.9444,22.0766,20.0,8.0,20,54.43301573456546,99.48710024096383,83,8,0,100,12
tadaformer,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,3630.4538,35.4483,20.0,8.0,20,54.75849894464383,99.06144240909089,88,1,0,100,12
tpn,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,1971.2134,18.5683,20.0,8.0,20,54.05707599317849,98.1572196521739,69,1,0,100,12
c2d,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,1764.8723,16.4032,20.0,8.0,20,54.0631542626865,99.61147319178082,73,1,0,100,12
videomaev2,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,2340.8535,22.198,20.0,8.0,20,54.64960939446059,95.28226396848473,90,3,1,100,12
r2plus1d,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,1969.0905,18.9205,20.0,8.0,20,54.57680337781662,99.76462070588234,51,6,0,100,12
tanet,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,2422.7209,23.0857,20.0,8.0,20,53.89093063781111,95.34509743352162,68,12,0,100,12
uniformer,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,3076.1735,29.5053,20.0,8.0,20,55.87440846908943,99.55241511111109,81,7,0,100,12
videoswin,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,4151.9125,40.0098,20.0,8.0,20,54.46499963313688,96.87925960299445,80,2,0,100,12
mvitv2,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,4044.0864,38.9352,20.0,8.0,20,55.84883465274597,99.39747553012049,83,3,0,100,12
actionclip,zhang_dists_target_shuffle_adaptive,Kinetics400Dataset,714.5052,6.3887,20.0,8.0,20,55.59134382719054,98.92220153030304,66,5,0,100,12
timesformer,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,435.2961,3.8712,20.0,8.0,20,54.41855070702119,74.75241922882385,71,8,0,100,12
tsmnonlocal,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,595.634,5.4194,20.0,8.0,20,53.3975036564813,99.50389798387096,62,3,0,100,12
ila,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,688.2174,6.4218,20.0,8.0,20,54.35833347212626,99.48618334146343,82,6,0,100,12
tsm,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,894.626,8.4127,20.0,8.0,20,53.23704954492338,99.71566947761194,67,3,0,100,12
tsn,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,629.4201,5.7038,20.0,8.0,20,55.43881205727269,98.16067037500001,72,7,0,100,12
uniformerv2,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,1715.8518,16.8251,20.0,8.0,20,54.57179422583891,97.74189096551721,87,3,0,100,12
onepeace,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,4303.7787,42.6222,20.0,8.0,20,55.8303624951607,89.82606650918127,65,25,0,100,12
slowonly,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,3395.7296,35.376,20.0,8.0,20,50.719979710401056,99.40409225806451,31,0,0,100,12
videomae,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,3590.2716,35.9725,20.0,8.0,20,54.885514358899805,98.0884039178082,73,18,6,100,12
tpn,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,3073.9676,31.6698,20.0,8.0,20,54.54792238422756,99.64031593333334,60,1,0,100,12
tadaformer,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,4746.0565,47.3135,20.0,8.0,20,55.037297274991985,98.97887908333331,84,7,0,100,12
videomaev2,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,3620.3107,35.3419,20.0,8.0,20,54.86813154052334,95.2276201034977,89,13,3,100,12
c2d,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,2885.4074,28.7085,20.0,8.0,20,54.391116288648526,95.3566378565924,69,7,0,100,12
r2plus1d,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,3071.9297,31.2964,20.0,8.0,20,54.86505591158252,97.36826510638296,47,17,0,100,12
tanet,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,2333.6211,22.4384,20.0,8.0,20,53.892924527045885,99.60938016176472,68,12,0,100,12
uniformer,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,5297.9063,52.4227,20.0,8.0,20,56.321220966552325,99.50340633333334,81,20,0,100,12
videoswin,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,6411.1828,64.0548,20.0,8.0,20,54.880318539122634,99.29441246250003,80,16,2,100,12
mvitv2,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,6841.4199,69.3718,20.0,8.0,20,56.71534681930105,98.08867394805192,77,11,1,100,12
amd,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,2432.6165,23.6397,20.0,8.0,20,54.738042817107505,92.37525169810209,78,16,5,100,12
actionclip,zhang_dists_target_temporal_median_adaptive,Kinetics400Dataset,1383.1562,13.8763,20.0,8.0,20,56.637537567647534,98.88838307936507,63,4,0,100,12
timesformer,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,266.4098,2.323,8.76,8.0,20,38.74250976564761,97.30239389473684,76,70,65,100,12
tsmnonlocal,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,395.7162,3.7343,8.92,8.0,20,39.23176338735192,97.01987656060605,66,61,60,100,12
ila,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,630.3757,6.2538,14.24,8.0,20,37.74410817587342,98.38607965853664,82,76,76,100,12
tsm,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,646.0057,6.3478,9.66,8.0,20,39.720405487230266,98.83987864179102,67,53,52,100,12
tsn,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,746.9773,7.2393,13.35,8.0,20,40.982142362427524,87.40584205127296,68,61,59,100,12
uniformerv2,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,858.8767,8.2801,8.28,8.0,20,39.290605522322714,95.81444456179773,89,82,82,100,12
amd,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,1016.8252,9.8513,6.67,8.0,20,40.39467290832862,94.93000169230768,78,74,72,100,12
videomae,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,694.4495,9.9833,8.69,8.0,20,38.989609094155135,96.8694975208333,48,45,44,100,12
slowonly,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,1259.7831,19.6652,19.5,8.0,20,42.84330281681782,95.29486619735454,22,4,2,100,12
videomaev2,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,655.6443,9.3385,8.3,8.0,20,39.49420607220212,97.32083617999999,50,45,45,100,12
tpn,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,522.8607,7.4336,8.07,8.0,20,40.62669291958738,96.13141219999999,40,36,36,100,12
c2d,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,474.4275,6.273,7.17,8.0,20,40.13643921223282,94.84568992235272,40,40,40,100,12
tadaformer,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,1937.4783,32.123,18.5,8.0,20,36.550960220554344,87.91001297727271,44,35,33,100,12
onepeace,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,4540.7565,45.5913,19.64,8.0,20,38.49718904172355,98.72122604054053,74,38,8,100,12
r2plus1d,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,736.5797,10.9114,12.8,8.0,20,37.935033770384436,94.17882959683901,25,25,25,100,12
tanet,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,823.0258,11.6427,12.47,8.0,20,38.223507953526884,98.1024810882353,34,32,32,100,12
uniformer,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,920.0281,13.6665,9.49,8.0,20,40.79243798660142,94.01471825581395,43,42,42,100,12
mvitv2,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,1058.2867,15.3302,8.18,8.0,20,41.42826873480337,95.99938985070617,44,41,41,100,12
videoswin,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,1230.7249,18.2182,9.12,8.0,20,39.207233318703736,95.99863012046015,43,39,39,100,12
actionclip,zhang_lpips_target_crop_resize_adaptive,Kinetics400Dataset,1484.8646,15.1046,20.0,8.0,20,39.0571153618586,95.91437273529412,68,67,66,100,12
timesformer,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,203.7502,1.453,4.52,8.0,20,43.090722938326245,98.70387374683544,79,79,79,100,12
tsmnonlocal,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,316.1882,2.8545,6.49,8.0,20,42.51470975239342,99.14838855882351,68,60,60,100,12
ila,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,421.9254,3.981,8.53,8.0,20,41.437234967197114,99.14572170370371,81,81,81,100,12
uniformerv2,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,488.3204,4.3088,3.87,8.0,20,44.11139531458323,97.0606523033708,89,89,89,100,12
tsn,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,549.3756,5.4048,9.32,8.0,20,44.555708164819094,99.46922286363635,66,55,55,100,12
tsm,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,578.4711,6.0097,9.12,8.0,20,42.76114606632763,99.48961890769232,65,46,46,100,12
amd,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,617.4247,5.5423,3.3,8.0,20,44.96330247663126,96.5261328481013,79,79,79,100,12
videomae,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,376.3138,4.3339,3.11,8.0,20,43.25226969493179,98.62077817021274,47,47,47,100,12
videomaev2,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,435.9563,5.2637,4.2,8.0,20,42.0469604537318,98.20881144,50,50,50,100,12
tpn,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,451.9233,6.488,7.08,8.0,20,42.62250371988318,99.18112176923074,39,31,31,100,12
slowonly,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,1262.7939,19.5739,19.41,8.0,20,42.31107634697514,98.99987186363639,22,1,1,100,12
onepeace,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,1820.6431,18.8743,7.38,8.0,20,44.50615655806361,89.72581137670763,74,64,64,100,12
tadaformer,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,1418.0829,23.4787,13.31,8.0,20,37.60681300694846,91.99159851111112,45,45,45,100,12
c2d,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,349.3797,3.9458,4.2,8.0,20,42.18088095765434,99.01759960000001,40,40,40,100,12
uniformer,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,630.7123,8.4467,5.65,8.0,20,42.75151951756175,98.75526944186046,43,43,43,100,12
r2plus1d,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,791.8333,12.2921,14.93,8.0,20,37.361463733233926,98.70450110344827,29,29,29,100,12
videoswin,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,729.7219,9.7716,4.62,8.0,20,42.45591026704128,98.58372702380952,42,40,40,100,12
tanet,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,686.1001,9.2594,10.53,8.0,20,39.390279306083265,94.86799215120844,32,29,29,100,12
mvitv2,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,683.2444,8.7809,4.31,8.0,20,43.836090824943746,96.06517182222223,45,45,45,100,12
actionclip,zhang_lpips_target_flip_adaptive,Kinetics400Dataset,1477.3862,15.0587,20.0,8.0,20,40.59984305864042,97.61210995588236,68,68,68,100,12
timesformer,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,286.3449,2.4644,6.74,8.0,20,38.871385120105245,95.55805286486486,74,70,67,100,12
tsmnonlocal,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,440.5755,4.1273,8.23,8.0,20,38.9446459995338,97.36001066071425,56,49,48,100,12
ila,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,653.5555,6.2216,13.76,8.0,20,37.45249672291778,96.17342738666665,75,73,73,100,12
tsm,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,737.8146,7.6871,9.62,8.0,20,39.165951729693674,93.91849840384612,52,42,40,100,12
tsn,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,907.5085,9.3355,12.39,8.0,20,41.4136648850206,86.8486181824729,57,52,47,100,12
uniformerv2,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,978.9878,9.3366,7.03,8.0,20,39.418966761214286,93.98976287341773,79,75,73,100,12
amd,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1139.5108,10.6039,4.78,8.0,20,41.31696670505499,89.5461944605263,76,74,73,100,12
videomae,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,887.9539,12.8889,5.65,8.0,20,40.361355249556276,97.10233823255814,43,40,40,100,12
tpn,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,888.4457,13.9243,8.67,8.0,20,39.233955446432574,96.85612874999998,24,19,18,100,12
videomaev2,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,938.4554,14.0002,7.02,8.0,20,39.711850502806435,96.6938070681818,44,40,39,100,12
onepeace,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,2931.7517,28.948,11.71,8.0,20,40.155433079080645,98.83238467692307,65,57,44,100,12
slowonly,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1409.4005,23.4962,16.25,8.0,20,38.216412448092136,96.32194462499999,16,10,6,100,12
c2d,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,893.0915,13.6971,8.86,8.0,20,38.609942753979766,93.1417867900737,29,27,25,100,12
r2plus1d,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1173.0431,18.8346,13.33,8.0,20,37.60070178061324,94.99882806666666,15,15,13,100,12
tadaformer,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,2123.3346,34.8511,19.0,8.0,20,35.94693221655735,84.13832156071372,41,26,24,100,12
tanet,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1184.5499,19.3282,13.27,8.0,20,37.50524438904824,96.49806061538462,26,24,22,100,12
videoswin,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1584.8903,24.1831,7.0,8.0,20,39.34668090517096,96.236318175,40,38,36,100,12
mvitv2,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1643.9409,25.3153,6.85,8.0,20,41.75919268011182,96.74976519512194,41,39,39,100,12
actionclip,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1714.8317,18.4518,20.0,8.0,20,38.630969584527804,93.08852073437502,64,64,64,100,12
uniformer,zhang_lpips_target_gaussian_blur_adaptive,Kinetics400Dataset,1514.6041,23.5114,9.52,8.0,20,40.281182674603045,96.69998786363634,44,39,37,100,12
timesformer,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,201.6408,1.4293,4.58,8.0,20,43.03567505911198,98.69482492405062,79,79,79,100,12
tsmnonlocal,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,307.6288,2.6769,5.85,8.0,20,42.53012117288531,94.70000483582088,67,62,62,100,12
ila,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,429.6994,4.0419,8.73,8.0,20,41.29679974980903,74.65408870773452,82,82,82,100,12
tsm,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,550.2095,5.467,8.16,8.0,20,42.80713195740949,99.44448259701494,67,51,51,100,12
tsn,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,510.3905,4.7379,9.19,8.0,20,44.77495150361313,99.41907066666673,72,60,60,100,12
uniformerv2,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,506.9744,4.4606,3.89,8.0,20,44.051900097028,89.02935815982896,88,88,88,100,12
amd,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,598.972,5.3986,3.23,8.0,20,45.03019700323091,96.62764018749998,80,80,80,100,12
onepeace,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,1750.7889,17.8675,7.12,8.0,20,44.39909374024946,98.06700835616441,73,65,65,100,12
videomaev2,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,442.9055,5.407,4.37,8.0,20,41.84600006354188,96.19154071428574,49,49,49,100,12
tpn,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,449.2024,6.5482,7.16,8.0,20,42.197028258432496,98.88690035135136,37,30,30,100,12
videomae,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,398.0344,4.4733,3.13,8.0,20,43.21880821605266,94.80286332617568,47,47,47,100,12
slowonly,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,1257.6637,19.4379,19.41,8.0,20,42.316380348245616,98.99949522727275,22,1,1,100,12
tadaformer,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,1439.7031,23.3956,13.26,8.0,20,37.62639105463511,89.98181779069768,43,43,43,100,12
c2d,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,346.7849,3.947,4.2,8.0,20,42.160167685682694,96.72845182926828,41,41,41,100,12
r2plus1d,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,749.0779,10.3373,12.96,8.0,20,37.7683953607192,94.35677274629242,26,26,25,100,12
tanet,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,704.0547,10.2954,11.0,8.0,20,38.99798890780695,94.52735532407544,34,32,31,100,12
uniformer,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,625.4126,8.3151,5.56,8.0,20,42.847918457913394,98.78313393023257,43,43,43,100,12
videoswin,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,731.2895,9.5689,4.56,8.0,20,42.51373850886463,98.52694027906978,43,41,41,100,12
mvitv2,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,673.3376,8.7087,4.32,8.0,20,43.82772495975428,98.4129470227273,44,44,44,100,12
actionclip,zhang_lpips_target_no_defence_non-adaptive,Kinetics400Dataset,1479.3415,14.8504,20.0,8.0,20,40.5592041365856,96.06213398507462,67,67,67,100,12
timesformer,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,407.7436,3.8566,14.2,8.0,20,37.395474473958025,96.64200707042254,71,64,46,100,12
tsmnonlocal,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,580.5466,5.5376,14.0,8.0,20,37.39735525379347,98.02489072881359,59,55,46,100,12
ila,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,814.5756,7.8834,18.69,8.0,20,36.771118256608354,98.30383924324322,74,51,46,100,12
tsm,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,950.0795,9.588,14.83,8.0,20,37.494272950102356,98.10599878846152,52,45,34,100,12
tsn,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1075.2141,11.086,18.51,8.0,20,39.451257310060306,98.77915736507939,63,54,37,100,12
uniformerv2,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1545.9286,15.6457,14.44,8.0,20,37.57816938896994,94.13625096511629,86,78,69,100,12
amd,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1666.5199,15.8251,10.43,8.0,20,39.001458533191695,93.6418257066667,75,66,65,100,12
videomae,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,899.8337,13.5841,11.81,8.0,20,38.12470237277614,96.23393525531915,47,39,37,100,12
slowonly,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1255.6799,18.2038,18.68,8.0,20,40.26449772336936,98.6710985789474,19,9,3,100,12
tpn,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,664.4786,9.0677,9.9,8.0,20,39.079413968709225,98.15639309677421,31,28,23,100,12
tadaformer,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,2076.0697,33.6476,19.32,8.0,20,36.49866354201128,89.98491661363634,44,29,24,100,12
c2d,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,623.7393,9.4717,11.38,8.0,20,38.40524630455934,98.604606925,40,38,34,100,12
videomaev2,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,810.2458,12.1178,10.75,8.0,20,38.592172443108225,96.63765111764708,51,47,46,100,12
onepeace,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,4651.1049,46.622,19.93,8.0,20,38.139455517927054,98.67756353424656,73,42,0,100,12
r2plus1d,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,962.1452,14.0478,17.22,8.0,20,36.839597481127065,97.88971404347826,23,22,16,100,12
tanet,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1058.8771,16.6345,18.14,8.0,20,36.86405677807526,98.22849668965519,29,28,26,100,12
uniformer,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1242.9991,19.6674,13.63,8.0,20,39.29645190325199,97.90625578048781,41,40,38,100,12
mvitv2,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1460.8553,22.9608,12.41,8.0,20,39.633303740634624,96.60912731818183,44,37,35,100,12
videoswin,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1504.1246,23.313,11.93,8.0,20,38.265835935368486,97.57967560975611,41,39,32,100,12
actionclip,zhang_lpips_target_rotate_adaptive,Kinetics400Dataset,1508.6962,15.3077,20.0,8.0,20,38.79262168068094,95.81816556164382,73,68,52,100,12
timesformer,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,226.6825,1.7422,5.34,8.0,20,43.89204919440429,99.03884172972973,74,74,74,100,12
tsmnonlocal,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,341.6674,3.182,6.53,8.0,20,42.464995498776666,99.09149087878787,66,58,58,100,12
tsm,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,596.406,5.8948,8.18,8.0,20,42.79056932907231,99.44425734328358,67,51,51,100,12
ila,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,443.4707,4.1849,8.79,8.0,20,41.270201149955064,99.11225893902434,82,82,82,100,12
tsn,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,588.9665,5.5323,9.19,8.0,20,44.77570525584819,99.41882772222229,72,60,60,100,12
uniformerv2,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,598.4756,5.4526,4.61,8.0,20,44.78045893867316,98.28800836363631,88,88,88,100,12
amd,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,909.2067,8.311,5.05,8.0,20,44.22211174191335,97.66371451282052,78,77,77,100,12
onepeace,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,1915.1439,18.8718,7.5,8.0,20,44.996923906491524,99.46758486111112,72,68,61,100,12
videomae,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,552.2041,7.2268,5.17,8.0,20,42.223148829728466,98.48707676086957,46,46,46,100,12
slowonly,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,1320.0245,20.5973,19.62,8.0,20,43.86428637041921,98.94890604761908,21,3,1,100,12
c2d,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,483.8106,6.273,6.03,8.0,20,42.02949686593594,99.04454192499999,40,40,40,100,12
tpn,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,518.9746,7.2524,6.37,8.0,20,42.33366903734783,98.88987925714288,35,33,33,100,12
videomaev2,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,658.0721,9.2425,7.43,8.0,20,40.82957495645338,98.06934717021278,47,46,46,100,12
tadaformer,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,1974.6194,32.1807,18.27,8.0,20,37.670601179997384,92.95222264444445,45,37,34,100,12
tanet,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,843.0965,12.8131,11.29,8.0,20,38.84988478190189,98.28202585294119,34,32,31,100,12
r2plus1d,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,1029.1044,15.6319,17.08,8.0,20,37.90789122141704,98.71690988461539,26,26,24,100,12
videoswin,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,920.5657,13.1407,5.7,8.0,20,42.250227225596106,98.68465780000002,40,40,40,100,12
uniformer,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,961.3211,14.384,8.91,8.0,20,41.869506299687075,98.72020591304347,46,46,46,100,12
mvitv2,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,1188.0685,17.8301,8.49,8.0,20,42.05387914052559,97.96216509302324,43,42,42,100,12
actionclip,zhang_lpips_target_shuffle_adaptive,Kinetics400Dataset,1327.1637,15.1389,20.0,8.0,20,41.35871093729766,97.79246261764703,68,68,68,100,12
timesformer,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,244.0044,1.9112,4.18,8.0,20,45.25492418033982,98.93984745070424,71,71,71,100,12
tsmnonlocal,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,341.3433,3.1567,6.75,8.0,20,42.48861330449621,99.1210029552239,67,58,58,100,12
ila,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,452.6944,4.2959,8.76,8.0,20,41.2800622411639,99.11551739024388,82,82,82,100,12
tsm,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,594.1494,5.9528,8.16,8.0,20,42.80719514314567,99.44478759701492,67,51,51,100,12
tsn,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,572.4351,5.3942,9.18,8.0,20,44.78279927218544,99.41924304166672,72,60,60,100,12
uniformerv2,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,689.5377,6.4721,4.15,8.0,20,45.265346255962065,98.34988952873563,87,87,87,100,12
onepeace,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,1736.62,17.1285,5.72,8.0,20,46.24298976051465,99.42514095384612,65,64,64,100,12
amd,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,905.0485,8.4268,3.42,8.0,20,46.26798780221457,96.88724680769228,78,78,78,100,12
c2d,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,473.9481,5.0948,4.11,8.0,20,43.8235293644806,99.06419786111114,36,36,36,100,12
tpn,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,533.811,6.9952,5.29,8.0,20,43.79497878054961,99.05571689285715,28,26,26,100,12
tanet,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,754.0586,11.0831,11.12,8.0,20,38.93240637743212,98.30005691176471,34,32,32,100,12
videomaev2,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,619.5247,7.2255,4.49,8.0,20,43.43923533745189,98.66937816326534,49,49,49,100,12
videomae,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,522.1484,5.261,2.92,8.0,20,45.21038273897243,98.8813637894737,38,38,38,100,12
uniformer,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,921.4725,11.1057,5.23,8.0,20,44.750951928744584,98.98994429545452,44,44,44,100,12
videoswin,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,981.6396,11.6446,4.14,8.0,20,44.10222928875861,98.63913209523811,42,41,41,100,12
